ts,equity
1784862992991752105,996563
1784862993031902559,996563
1784862993050625375,996563
1784862993057769372,996563
1784862993087941172,996563
1784862993101569294,996563
1784862993104329940,996563
1784862993165414009,996563
1784862993216645035,996563
1784862993376200072,996563
1784862993491904498,996563
1784862994129386271,996563
1784862995632868385,996563
1784862995750600906,996563
1784862995991312230,996563
1784862996132516290,996563
1784862996350370899,996563
1784862996366632762,996563
1784862996397107884,996563
1784862996423477760,996563
1784862996474311758,996563
1784862996518861843,996563
1784862996625790703,996563
1784862996863272591,996563
1784862998705821022,996563
1784862999037235667,996563
1784862999053910594,996563
1784862999131083592,996563
1784862999179748130,996563
1784862999328379936,996563
1784862999628686486,996563
1784862999926424994,996563
1784863000804109181,996563
1784863000917282770,996563
1784863000929919128,996563
1784863000944531180,996563
1784863000963908704,996563
1784863000978126574,996563
1784863000992609605,996563
1784863001111185178,996563
1784863001344963451,996606
1784863001344963451,996607
1784863001348083374,996556
1784863001354628887,996585
1784863001362766398,996549
1784863001368335665,996550
1784863001377412424,996546
1784863001390278442,996546
1784863001508961165,996546
1784863001516765163,996531
1784863001523858652,996532
1784863001632853972,996532
1784863001839612288,996532
1784863001850287401,996532
1784863001921308587,996541
1784863002002326884,996541
1784863002024471435,996541
1784863002028975095,996541
1784863002044989168,996541
1784863002219645465,996541
1784863002597326497,996548
1784863002597528511,996548
1784863002598368945,996524
1784863002598605512,996552
1784863002598807756,996597
1784863002610616585,996595
1784863002787313945,996595
1784863003178699074,996595
1784863003372329309,996595
1784863003410740415,996595
1784863003474294873,996595
1784863003485187488,996595
1784863003626719500,996595
1784863003970781567,996595
1784863004497080715,996595
1784863004931529806,996595
1784863005009413757,996595
1784863005584144610,996595
1784863005806423037,996595
1784863007890973723,996595
1784863009252673588,996595
1784863009877415625,996595
1784863009902471227,996595
1784863009925807060,996595
1784863009960353088,996595
1784863010169804295,996595
1784863010428175178,996595
1784863011197858506,996595
1784863013041542959,996595
1784863013835914167,996595
1784863014086841771,996595
1784863014546614066,996595
1784863015264472521,996595
1784863015909567847,996595
1784863015909812362,996595
1784863015910239540,996595
1784863015910526560,996595
1784863015973285489,996595
1784863016129131889,996595
1784863016276050111,996595
1784863017098835214,996595
1784863018451181080,996595
1784863019012340096,996595
1784863020108773282,996595
1784863020154446641,996595
1784863020226291355,996595
1784863020314127210,996595
1784863020651980737,996595
1784863020707245107,996595
1784863021100091472,996595
1784863022565499626,996595
1784863022572102844,996595
1784863022590036391,996595
1784863022637296442,996595
1784863022684616223,996595
1784863022729666757,996595
1784863022802178884,996595
1784863022990159082,996595
1784863023121302166,996595
1784863023397495546,996595
1784863023596005101,996596
1784863023703866089,996596
1784863023767942901,996596
1784863023882961609,996596
1784863023926409912,996596
1784863024397411714,996596
1784863025127974844,996596
1784863025272554845,996596
1784863025301132161,996596
1784863025534432772,996606
1784863025548524928,996611
1784863025556324632,996610
1784863025567977077,996610
1784863025568366243,996611
1784863025576304889,996610
1784863025688479654,996610
1784863025869140006,996610
1784863025960180083,996605
1784863026209768933,996605
1784863026419795221,996595
1784863026561011174,996467
1784863026569165140,996410
1784863026590994913,996410
1784863026661764155,996410
1784863026692922330,996327
1784863026843779985,996324
1784863027072842961,996324
1784863027073436119,996324
1784863027599847819,996324
1784863027600426407,996324
1784863027798305463,996324
1784863028046207368,996324
1784863028212756040,996324
1784863028254903685,996324
1784863028406382993,996474
1784863028457403527,996448
1784863028518324455,996448
1784863029030345488,996394
1784863029030572790,996451
1784863029037473076,996505
1784863029110872539,996505
1784863029148652544,996534
1784863029187858488,996534
1784863029227555825,996534
1784863029368792172,996535
1784863029499048327,996535
1784863029791869736,996535
1784863030003026964,996535
1784863030677193141,996535
1784863031031285116,996535
1784863031075323713,996535
1784863031262789164,996535
1784863031583693514,996535
1784863032008127301,996535
1784863032341385039,996535
1784863032362148642,996535
1784863032550454947,996535
1784863033931629135,996536
1784863033998519587,996536
1784863034751751950,996536
1784863034752236225,996536
1784863034753585814,996536
1784863034785317609,996536
1784863034886245472,996536
1784863035573659563,996536
1784863035937247577,996536
1784863037090948677,996536
1784863037238424788,996536
1784863038642180961,996536
1784863039434175780,996536
1784863039476904420,996536
1784863039542687855,996536
1784863039560790889,996536
1784863039580099556,996556
1784863039580641504,996556
1784863039591688792,996556
1784863039598775975,996556
1784863039619810548,996556
1784863039662537784,996556
1784863039701887962,996556
